age,gender,region,tenure_years,annual_income,credit_score,account_balance,monthly_salary_deposit,avg_monthly_spend,num_products,has_credit_card,has_mortgage,has_personal_loan,has_investment_account,credit_card_monthly_usage,mobile_app_logins_per_month,online_banking_logins_per_month,branch_visits_per_quarter,customer_service_calls,complaints_last_12m,late_payment_count,balance_change_6m_pct,transaction_count_monthly,digital_engagement_score,churn
45,Male,Quebec,6,77702.74,683,72823.18,6052.82,1608.36,2,1,0,0,1,2003.79,23,11,4,0,0,0,-14.56,1,18.8,0
49,Male,Alberta,1,116508.04,817,75536.44,9411.67,2557.28,3,1,0,0,0,2847.89,32,16,5,2,1,0,17.04,37,26.4,0
49,Male,Ontario,3,94135.11,711,26184.07,6807.16,5241.16,2,1,1,1,0,3348.42,34,20,5,2,1,1,-2.23,26,29.1,1
51,Male,Ontario,3,117911.09,587,3530.89,9783.93,3536.83,2,1,1,0,1,0.0,30,13,4,3,3,2,14.51,47,24.05,1
49,Female,Alberta,3,86728.43,732,6698.01,7880.04,3289.3,2,1,0,0,1,1333.24,7,10,3,3,0,0,7.04,42,8.05,0
38,Male,Ontario,8,104920.4,850,60302.85,9069.48,50.0,2,1,0,1,0,3164.85,20,9,8,0,0,0,-20.2,35,16.15,0
64,Female,Ontario,10,104689.49,778,5204.44,8485.6,1329.57,2,1,1,0,0,1669.66,1,26,0,2,0,0,6.88,27,9.75,0
46,Female,British Columbia,0,52326.46,773,42290.95,3304.91,4311.16,2,1,0,0,0,2039.94,32,8,3,1,0,0,-1.24,26,23.6,0
61,Female,Alberta,5,74900.88,785,91448.69,6225.24,6193.47,1,1,0,0,0,397.5,25,24,2,1,0,0,14.87,35,24.65,0
61,Female,British Columbia,13,93950.53,615,7534.21,7563.19,4723.43,2,1,0,0,0,1096.8,35,13,5,2,0,0,-0.05,29,27.3,0
62,Female,Ontario,8,57432.96,678,56351.5,5040.59,50.0,1,1,0,0,0,2999.56,24,18,4,1,2,0,-2.41,1,21.9,0
30,Male,Alberta,8,79613.81,730,34864.88,6333.31,3773.49,1,0,0,0,0,0.0,35,7,1,1,0,0,2.72,15,25.2,0
50,Male,British Columbia,12,103280.94,774,61333.64,9300.44,600.79,3,1,0,0,0,1818.1,40,11,7,3,0,0,-11.1,33,29.85,0
70,Female,Ontario,11,94691.75,669,52844.59,7232.08,532.89,1,1,1,0,0,1139.08,1,34,7,1,1,0,-7.92,18,12.55,0
34,Male,British Columbia,4,96810.89,850,0.0,8764.45,4380.61,1,1,0,0,0,1799.33,39,25,1,4,0,0,-16.21,49,34.1,0
44,Female,Ontario,10,80488.53,791,24913.25,6639.11,2731.06,3,1,0,1,0,2952.05,20,0,6,3,1,1,24.62,44,13.0,0
48,Female,Quebec,0,62807.92,694,10542.47,5373.16,2718.17,1,1,0,0,1,1631.85,4,2,5,2,0,0,-5.01,48,3.3,1
26,Male,Alberta,2,99909.38,752,61409.54,7832.47,1207.93,3,1,1,0,0,1808.22,41,0,3,2,0,1,-11.77,40,26.65,0
22,Female,British Columbia,7,114523.05,736,28954.43,10756.95,2403.99,1,1,0,0,0,540.22,30,22,4,3,0,0,-0.96,37,27.2,0
45,Female,British Columbia,4,100069.19,794,44495.0,8291.31,3970.88,3,1,0,0,0,909.8,28,26,8,1,1,2,45.2,20,27.3,0
67,Male,Quebec,11,101600.17,477,43492.17,8849.47,2187.22,2,0,0,0,0,0.0,16,24,1,0,0,0,-16.72,41,18.8,0
23,Female,Quebec,6,105059.45,647,52111.79,9235.92,1259.1,1,0,0,0,1,0.0,2,12,6,1,0,0,-19.22,29,5.5,0
39,Male,Ontario,13,60484.87,766,30700.7,5117.14,725.94,2,1,0,0,1,1473.35,24,10,1,1,1,0,14.52,26,19.1,0
61,Female,Alberta,10,79814.98,601,38831.91,7349.31,2271.26,1,1,1,0,0,1095.67,11,29,3,1,0,0,-1.8,12,17.3,0
68,Female,Alberta,1,57634.21,639,78046.13,3935.49,728.07,1,0,0,0,0,0.0,16,2,8,0,2,0,-15.43,21,11.1,0
54,Female,Quebec,12,69620.0,517,37276.53,6900.97,2446.89,3,0,0,0,1,0.0,36,23,1,1,1,1,5.07,32,31.45,0
55,Male,Ontario,14,44284.83,631,0.0,4808.06,2269.36,3,1,0,0,1,3175.91,31,33,8,1,0,0,0.49,46,31.7,0
65,Male,Quebec,10,88434.07,626,47915.0,6460.17,2518.41,3,1,0,0,0,3795.27,32,0,5,2,0,0,-20.92,8,20.8,0
52,Male,British Columbia,14,65708.02,705,98085.82,5946.12,473.51,3,0,0,0,0,0.0,18,25,2,1,0,0,13.6,1,20.45,0
24,Male,British Columbia,4,61292.06,612,74064.48,4319.32,2477.48,3,1,0,1,0,0.0,38,14,3,0,0,0,-1.08,19,29.6,0
53,Female,Quebec,11,88023.38,610,61365.28,7855.2,3755.95,2,1,0,0,0,2224.46,21,2,4,2,0,0,-9.33,37,14.35,0
39,Male,Ontario,5,95492.72,532,28201.33,9618.29,2615.03,2,0,0,1,0,0.0,1,28,7,2,0,0,1.56,42,10.45,0
39,Male,British Columbia,3,43414.51,619,34475.96,3346.63,1061.73,1,0,0,0,0,0.0,18,33,8,1,0,0,-5.37,12,23.25,0
34,Male,Quebec,9,65446.63,620,32517.63,5766.15,2228.81,1,1,0,0,0,2138.05,7,21,1,2,0,0,4.12,44,11.9,0
35,Female,British Columbia,8,76234.12,583,61371.73,7157.71,50.0,3,1,0,1,0,2784.53,26,18,2,2,0,0,-28.21,2,23.2,0
69,Female,British Columbia,14,133034.76,697,21436.27,11478.6,2971.22,2,1,1,0,0,2021.53,23,21,2,2,1,1,5.84,46,22.3,0
58,Male,Alberta,13,78825.95,649,43852.01,6162.62,4311.04,1,0,0,0,0,0.0,26,28,4,1,0,0,-5.53,29,26.7,0
29,Male,Alberta,7,53444.16,668,80933.06,4227.94,4855.32,1,1,1,0,0,1241.05,9,5,0,2,0,0,24.09,37,7.6,0
48,Female,British Columbia,0,138912.56,695,468.84,12453.12,50.0,1,1,0,0,0,3692.83,7,24,0,3,1,0,-12.6,31,12.95,1
65,Male,Ontario,7,25000.0,617,82850.28,1643.09,747.18,1,0,0,0,1,0.0,9,2,3,1,0,0,-6.48,33,6.55,0
40,Male,British Columbia,10,104829.97,724,22151.03,8943.26,2649.74,1,1,0,0,1,2208.18,33,19,0,2,0,1,22.97,29,28.1,0
61,Female,British Columbia,10,103073.67,680,76595.55,10123.78,4171.41,1,1,1,0,0,2213.26,14,33,4,0,1,0,-11.96,14,20.65,0
33,Female,Alberta,3,135870.24,707,82214.15,10906.06,2991.39,3,1,1,0,1,3077.23,0,22,8,1,1,0,9.13,25,7.7,0
37,Male,Ontario,12,55786.55,693,50926.94,4799.58,50.0,2,0,0,0,0,0.0,15,7,8,2,0,0,-16.74,23,12.2,0
49,Female,British Columbia,11,84223.2,655,36667.54,7635.79,50.0,1,1,1,0,0,3734.37,4,3,2,6,1,1,18.79,26,3.65,1
71,Male,Ontario,6,70723.25,592,23196.4,6526.15,4742.8,2,1,0,0,0,1513.32,3,28,7,2,0,0,13.26,2,11.75,1
69,Male,British Columbia,11,32885.09,706,39120.78,1996.41,1795.1,1,1,0,1,0,3686.65,33,16,2,0,0,0,-11.91,69,27.05,0
40,Male,Alberta,5,140786.38,840,99123.65,12367.72,1898.2,1,1,1,0,0,1934.6,32,8,0,1,1,0,11.37,32,23.6,1
48,Male,Ontario,11,82260.87,543,0.0,7162.76,3974.02,2,1,0,0,0,1941.5,39,23,8,1,0,1,2.96,5,33.4,0
70,Female,British Columbia,1,50603.16,654,25344.29,4151.9,1201.45,2,1,0,0,0,775.88,6,20,3,4,0,1,40.83,12,10.9,0
32,Male,British Columbia,10,88204.89,512,72340.34,8129.18,1046.66,2,1,0,0,0,1807.07,19,12,2,2,1,0,4.95,19,16.55,0
26,Male,Alberta,15,83270.93,685,19254.12,7674.98,4417.55,3,1,1,0,1,969.79,18,10,3,1,0,0,-0.9,37,15.2,0
64,Female,Ontario,1,122954.8,632,50377.97,9256.47,2567.37,3,1,0,0,1,3823.18,25,33,2,0,0,0,12.24,18,27.8,0
63,Male,British Columbia,5,92477.21,645,55084.43,7032.42,4039.42,4,1,0,0,1,2577.44,36,7,1,1,2,0,-19.45,55,25.85,1
42,Male,Quebec,3,96219.21,715,100919.5,7370.97,752.33,4,1,1,0,1,1053.11,23,17,4,2,0,0,28.93,28,20.9,0
55,Male,Alberta,15,83076.98,810,36265.29,7248.94,2491.88,1,1,0,0,1,2780.71,36,4,5,0,1,0,19.68,30,24.8,0
46,Male,Ontario,3,124680.05,807,16886.08,10695.84,4376.53,1,0,0,0,0,0.0,4,15,3,1,1,0,27.21,8,7.85,1
21,Male,Ontario,11,94341.1,712,20979.32,8282.49,4116.47,4,1,0,1,0,2783.78,3,6,5,2,0,0,-9.48,39,4.05,0
61,Male,Alberta,4,128570.92,742,94934.13,11431.78,3128.29,3,1,0,0,1,929.99,29,20,0,2,0,0,5.88,40,25.85,0
30,Female,Quebec,8,102724.82,643,13869.34,8359.57,2067.61,2,1,1,1,1,3007.9,0,3,8,1,0,0,12.06,26,1.05,0
35,Male,Quebec,3,113574.91,584,40958.91,11165.71,3409.17,1,0,0,0,0,0.0,41,12,3,0,1,0,-2.65,46,30.85,0
64,Male,Ontario,11,53179.3,742,32978.6,4501.32,1877.42,4,1,0,0,0,2113.33,38,7,5,0,0,1,2.77,35,27.15,0
25,Male,Quebec,8,100935.53,645,17896.62,7963.1,2103.26,2,1,1,0,1,1255.06,36,2,8,4,1,1,-4.15,23,24.1,1
63,Female,Ontario,15,93249.51,772,77372.19,8179.66,4139.42,2,1,0,0,0,1442.28,4,31,0,2,1,0,7.36,39,13.45,0
38,Male,Quebec,2,55307.92,756,0.0,4656.58,3490.23,3,1,0,0,0,1810.67,25,13,6,4,0,0,0.28,11,20.8,0
37,Male,Ontario,1,121563.12,639,79750.19,10003.69,1463.01,1,1,0,0,0,0.0,2,16,6,1,0,0,-3.5,18,6.9,1
40,Male,British Columbia,2,101838.39,679,55951.45,8777.5,2184.36,2,0,0,1,0,0.0,22,26,6,3,0,0,7.84,48,23.4,0
71,Female,British Columbia,0,105926.66,646,60208.93,9126.01,1331.83,2,1,0,0,0,2440.48,31,12,2,2,0,1,9.52,27,24.35,1
24,Female,Quebec,6,92512.68,609,36915.45,7382.96,4850.19,2,1,0,0,0,2298.91,11,21,8,4,0,0,9.74,35,14.5,0
43,Female,British Columbia,11,25000.0,661,51070.55,3030.89,1885.87,2,0,0,1,0,0.0,19,29,5,1,0,0,-6.98,31,22.5,0
65,Female,Ontario,7,145171.83,542,45213.29,11560.17,957.9,1,1,0,1,1,2635.31,13,1,5,0,0,1,-15.86,45,8.8,0
42,Male,Ontario,15,115109.07,791,55168.41,9789.4,2682.79,2,0,1,0,0,0.0,27,8,0,3,1,0,0.04,27,20.35,0
38,Male,Ontario,12,65317.54,723,51819.87,5428.35,1694.69,3,1,0,0,0,674.48,40,7,2,3,1,1,-11.81,45,28.45,0
41,Female,Alberta,13,71001.88,683,64560.79,5857.03,2311.66,2,1,1,0,1,1885.88,7,3,6,5,0,0,26.63,39,5.6,0
54,Male,Quebec,9,30166.69,645,53549.15,2580.23,3387.71,1,1,1,0,0,1247.29,44,12,7,0,1,0,14.28,32,32.8,0
70,Male,Ontario,6,60906.57,530,29208.07,5534.53,3744.81,2,1,0,0,1,1488.4,41,25,0,1,0,0,23.8,51,35.4,0
51,Female,Ontario,11,135585.36,817,39465.02,10435.39,2085.56,3,1,0,1,0,1154.51,1,4,7,1,0,0,4.11,19,2.05,0
27,Male,Ontario,5,105699.45,772,0.0,8284.74,1872.3,1,1,1,0,0,3578.06,42,25,0,1,0,0,31.87,42,36.05,0
37,Male,Quebec,13,81967.07,739,54876.1,7254.81,3628.64,2,1,0,0,0,2963.89,11,5,3,5,1,0,24.02,35,8.9,0
48,Female,British Columbia,2,112598.54,654,36580.72,8418.92,2086.43,1,1,1,0,1,1975.39,38,20,6,1,0,1,-2.89,36,31.7,0
60,Female,Alberta,10,113283.32,715,0.0,9751.02,4413.02,2,1,0,0,0,1435.38,42,0,2,2,0,1,-18.58,51,27.3,0
23,Female,Ontario,12,81792.42,661,58135.1,7372.49,3870.62,2,1,0,1,0,1082.73,42,14,8,3,0,0,-11.56,30,32.2,0
50,Male,British Columbia,9,111409.93,743,66950.42,9981.79,3345.33,3,0,0,0,0,0.0,39,34,3,1,1,0,-17.36,33,37.25,0
47,Male,Ontario,13,80368.74,672,57099.5,7197.49,3214.51,1,1,0,0,0,2958.3,28,19,8,1,0,0,-4.81,23,24.85,0
21,Female,Alberta,1,133786.1,595,41174.08,11301.28,3766.48,3,1,0,0,0,1181.28,8,11,2,4,1,0,0.17,20,9.05,0
52,Female,Quebec,0,46870.87,733,21084.37,3936.62,1905.0,2,1,0,0,1,1568.69,38,8,1,0,0,0,-5.48,23,27.5,0
32,Male,British Columbia,12,53330.57,636,32187.97,4536.56,771.8,2,1,0,0,0,1021.54,36,18,2,1,0,0,-2.95,21,29.7,0
45,Female,Alberta,11,38483.87,697,0.0,2928.71,2113.89,2,1,1,0,0,938.0,28,28,1,3,1,1,-22.47,26,28.0,0
54,Male,British Columbia,3,153109.11,623,25808.5,13739.53,2904.29,1,1,1,0,1,541.12,42,12,4,3,2,0,10.76,32,31.5,0
46,Female,British Columbia,15,90064.64,769,0.0,7050.82,3238.7,1,1,1,0,0,1762.59,39,16,3,1,0,1,21.08,9,30.95,0
51,Male,British Columbia,3,70429.35,622,5352.92,4569.42,3121.14,1,0,0,0,0,0.0,16,33,3,2,0,0,6.84,48,21.95,0
30,Male,Alberta,0,52790.37,800,22702.61,4303.44,776.52,1,1,0,0,1,1635.46,9,17,3,4,0,1,-16.29,35,11.8,0
40,Male,Ontario,15,63480.39,682,21294.3,3889.16,5302.56,2,0,1,1,1,0.0,11,17,3,0,0,0,-1.44,45,13.1,1
71,Male,British Columbia,12,68036.44,784,23684.89,6427.58,1453.95,2,1,0,0,0,582.44,23,6,8,0,1,0,-1.1,40,17.05,0
55,Male,Quebec,7,97586.77,684,32358.44,8674.13,335.02,4,1,0,1,0,1806.31,11,8,5,6,1,0,1.64,36,9.95,0
55,Male,Quebec,12,49246.84,733,0.0,3660.15,1207.5,1,1,0,0,0,1987.93,32,7,0,1,0,0,20.52,20,23.25,0
40,Female,Ontario,4,101645.54,671,55246.38,8452.64,1231.05,2,0,0,0,0,0.0,13,2,3,0,0,0,2.57,21,9.15,0
51,Male,Ontario,4,105612.55,791,23086.18,7997.79,1434.01,2,1,0,0,0,1692.47,40,27,2,1,0,0,6.52,25,35.45,1
52,Male,Ontario,9,72880.49,768,54916.87,7311.96,3789.04,1,0,0,0,1,0.0,20,17,8,1,0,0,4.04,6,18.95,0
26,Male,Ontario,12,125018.37,580,36192.78,10649.0,4748.85,3,0,0,0,1,0.0,29,30,6,0,0,0,-6.1,43,29.35,0
47,Female,Alberta,5,108063.14,783,59481.04,8282.15,3583.3,2,1,0,1,0,2238.89,24,24,5,2,1,0,-0.86,6,24.0,0
65,Female,Quebec,1,98871.93,603,23141.35,7057.72,2639.11,1,1,0,1,1,2346.1,1,16,2,2,0,0,-1.07,31,6.25,1
34,Female,Quebec,8,68023.32,748,43135.41,5781.94,3308.47,2,1,0,0,0,977.67,24,16,5,2,1,0,13.04,20,21.2,0
28,Female,Ontario,3,95801.59,609,39488.95,8273.05,1469.5,3,0,0,0,0,0.0,20,1,3,2,0,0,-11.29,29,13.35,0
61,Female,British Columbia,2,98787.48,745,67086.34,8038.39,3436.51,2,1,1,0,1,3385.42,19,9,4,3,2,0,-26.67,23,15.5,0
64,Male,British Columbia,5,87825.99,528,9190.5,7874.59,3844.87,1,1,0,0,0,957.0,20,13,1,1,0,0,-13.24,34,17.55,0
67,Male,Ontario,6,46506.52,659,69051.59,3169.12,2833.26,1,0,0,0,0,0.0,24,21,4,2,0,1,5.21,47,22.95,1
36,Female,Alberta,5,165272.47,761,55953.72,13281.02,3796.44,1,1,1,1,1,623.87,2,34,1,1,1,0,-10.15,23,13.2,0
65,Male,Ontario,3,112400.88,800,35441.22,8938.82,4227.95,2,1,1,0,0,2693.41,7,11,0,2,0,0,11.55,24,8.4,0
26,Female,Quebec,3,122760.27,740,5921.78,10813.95,1867.84,1,1,1,0,1,1133.14,23,9,8,2,1,0,-0.67,33,18.1,0
56,Female,Alberta,9,96051.14,702,42515.52,8012.0,4873.67,3,1,0,0,1,1407.13,0,10,8,2,0,0,15.94,9,3.5,0
27,Female,Ontario,14,111863.84,665,31009.5,8983.36,1841.38,1,1,0,0,1,1432.86,7,14,6,3,3,0,14.87,22,9.45,0
71,Female,Alberta,6,159556.81,850,0.0,12772.45,2496.22,2,1,0,0,0,4357.91,10,12,7,2,0,0,4.79,28,10.7,0
29,Female,Quebec,4,99301.12,714,51529.2,8435.63,50.0,2,0,0,0,0,0.0,20,7,7,2,1,1,-5.09,7,15.45,0
69,Female,Ontario,11,59034.21,656,51400.08,4649.09,4675.81,2,0,0,1,1,0.0,15,3,2,3,1,1,-8.05,15,10.8,1
46,Male,Alberta,8,71523.14,823,47190.47,6635.56,1957.5,1,1,1,0,0,1424.94,26,29,0,1,0,0,-16.12,20,27.05,0
31,Female,Ontario,8,82667.65,732,22796.62,6471.38,4653.19,1,0,0,0,0,0.0,23,25,5,2,2,0,-6.6,32,23.7,1
39,Female,Alberta,3,77852.22,751,34975.77,6554.03,2091.9,2,1,0,1,1,832.22,27,28,8,1,1,0,-0.73,21,27.35,0
66,Female,Ontario,12,127357.92,792,37147.82,10143.04,3546.1,2,0,0,0,0,0.0,9,5,0,2,0,0,-8.63,3,7.6,0
26,Male,Quebec,5,88247.66,620,31636.52,7139.13,3846.42,1,1,0,0,0,1946.98,44,7,3,5,0,0,5.72,53,31.05,0
49,Female,Ontario,6,99411.59,746,40185.93,9437.93,747.53,3,1,1,1,0,2961.38,39,1,2,1,0,0,-18.18,22,25.7,0
56,Male,Quebec,1,60889.79,751,45314.22,5462.47,4697.41,1,1,0,0,0,2536.03,35,1,8,1,0,1,-19.56,32,23.1,0
61,Male,Alberta,2,63798.73,571,49027.05,4964.92,379.73,2,1,0,0,0,2198.34,40,1,1,0,0,0,7.39,38,26.35,0
34,Male,British Columbia,3,76510.21,750,15413.57,6167.07,3718.62,1,1,0,0,0,3657.49,27,21,2,2,0,2,-15.05,18,24.9,0
60,Male,Ontario,6,40186.97,667,65239.72,3814.69,837.53,3,1,0,0,0,943.15,22,2,6,0,0,0,-12.18,37,15.0,1
41,Male,British Columbia,8,56427.1,697,26815.61,4325.29,1734.84,1,1,1,0,1,882.08,11,12,0,3,1,0,5.35,33,11.35,0
49,Female,Quebec,0,62611.54,624,42654.64,5249.32,2745.16,3,1,0,0,0,2684.91,3,7,8,3,1,0,-4.06,21,4.4,1
69,Male,Quebec,2,90155.71,573,57430.2,7467.92,2914.6,2,1,0,0,1,2855.88,9,25,8,4,1,1,22.39,36,14.6,0
22,Female,British Columbia,10,67366.14,633,19848.82,4443.46,3352.0,2,0,0,0,0,0.0,17,29,4,3,0,0,-6.29,47,21.2,0
61,Male,Ontario,9,116162.47,607,48408.04,9886.21,3725.41,3,1,0,0,0,1629.68,30,11,2,2,0,0,-15.51,38,23.35,0
32,Female,Ontario,8,104452.01,672,19024.41,8096.83,3832.51,1,0,0,0,1,0.0,36,28,2,3,2,0,3.93,47,33.2,0
44,Male,Ontario,3,71265.73,711,41987.71,7332.81,2914.55,3,1,1,0,0,1292.16,16,9,0,3,0,0,22.72,27,13.55,0
28,Male,Alberta,6,97239.01,631,23077.81,8000.36,4499.27,1,0,0,0,1,0.0,11,31,0,6,0,1,7.2,21,18.0,0
68,Male,British Columbia,0,90457.69,695,119691.27,7359.56,2933.49,4,0,1,0,0,0.0,7,32,3,2,0,1,-6.71,30,15.75,0
42,Female,Alberta,15,78413.33,642,36735.15,7014.12,989.15,3,1,0,0,1,2335.0,16,25,6,3,0,1,6.69,22,19.15,0
30,Female,Ontario,11,125439.65,514,6355.74,10971.87,1488.28,3,1,1,0,0,607.56,12,0,4,2,1,1,-13.44,21,7.8,0
41,Female,Ontario,12,43557.77,655,24386.32,3927.96,2803.98,2,1,0,0,0,2507.89,2,15,6,2,0,0,-8.52,15,6.55,0
36,Male,British Columbia,10,61393.16,707,0.0,5654.75,1642.52,1,1,0,0,0,1812.2,43,24,8,1,0,0,-19.7,32,36.35,0
58,Male,Ontario,15,114219.18,746,94057.83,9557.29,3936.74,3,1,0,0,1,2217.5,29,9,7,3,0,1,-5.03,52,22.0,0
60,Female,Ontario,0,26081.23,683,27673.83,2310.81,2388.53,2,1,1,0,0,2884.85,4,31,7,2,1,0,-26.38,36,13.45,0
40,Male,Ontario,8,102518.14,524,19106.23,7852.92,3083.43,3,1,0,1,0,1928.1,44,17,2,3,0,0,-6.84,46,34.55,1
30,Male,Alberta,7,67235.7,648,48832.52,5634.27,3819.11,1,1,1,0,0,1372.93,33,1,7,3,0,0,-28.16,30,21.8,1
60,Female,Alberta,13,95225.96,618,40175.99,7843.3,617.06,2,0,0,0,0,0.0,2,28,7,0,0,0,18.65,30,11.1,0
35,Female,Quebec,15,25000.0,616,7217.21,1715.11,1776.35,3,1,0,0,0,2711.61,4,1,2,0,0,1,-7.71,20,2.95,0
46,Female,Ontario,7,59450.07,683,8639.16,5073.48,2606.45,2,0,0,0,0,0.0,41,6,4,0,0,0,-7.93,27,28.75,1
65,Male,Ontario,6,96503.31,741,23865.71,7462.12,876.68,1,1,0,0,0,736.31,5,13,2,1,0,0,-3.71,22,7.8,0
49,Male,British Columbia,15,62802.47,546,25816.46,4472.04,2025.89,3,1,0,0,1,693.95,26,33,1,1,1,1,-15.16,5,28.45,0
72,Male,Quebec,6,70705.04,624,64424.34,6699.81,50.0,4,1,0,0,0,3140.35,27,1,2,1,0,0,-0.24,7,17.9,0
37,Female,British Columbia,5,71835.26,673,2180.12,7032.03,5129.36,2,1,0,0,0,0.0,9,7,1,0,0,1,6.5,39,8.3,1
23,Female,Alberta,10,93460.65,748,15299.58,8153.97,2045.49,1,1,0,1,0,1363.93,27,27,3,2,0,0,15.52,21,27.0,0
49,Male,Alberta,12,95346.14,800,66416.72,7988.75,50.0,2,0,1,0,0,0.0,2,1,7,3,0,2,-23.55,41,1.65,0
38,Male,British Columbia,10,77979.95,743,36532.38,6058.87,1208.07,1,1,0,0,0,1272.78,10,16,7,1,0,0,7.9,9,12.1,0
45,Male,Ontario,7,74873.91,673,20692.71,5928.73,2400.76,1,0,1,0,0,0.0,21,17,4,0,0,0,-4.86,51,19.6,0
35,Female,Quebec,0,109009.66,693,5639.35,8685.61,5491.78,1,1,0,0,0,2561.32,35,6,1,3,0,3,0.74,10,24.85,1
45,Female,British Columbia,0,63097.1,563,47525.55,5802.78,1726.49,2,1,0,1,0,1460.52,36,20,4,2,0,0,18.08,39,30.4,0
56,Female,Ontario,4,62510.71,634,57509.75,5228.26,5448.89,2,1,0,1,0,938.25,10,14,8,1,0,0,0.33,26,11.4,1
46,Male,Ontario,3,117960.37,755,93460.04,9156.19,2194.74,1,0,0,0,1,0.0,41,2,0,0,0,1,14.73,50,27.35,0
35,Male,Ontario,7,41345.32,647,74022.62,3662.88,2572.54,2,1,0,0,0,366.11,28,0,7,1,1,1,12.89,40,18.2,0
44,Male,Ontario,10,77888.83,753,76999.53,6960.67,2412.34,2,1,0,0,0,1910.42,7,27,0,1,0,0,-15.17,33,14.0,0
30,Male,British Columbia,15,59210.94,759,17006.08,4953.08,1800.3,2,1,1,0,0,723.72,13,12,6,6,1,0,-26.11,18,12.65,0
66,Female,Quebec,4,25000.0,705,68751.34,2298.11,1421.67,2,1,1,0,0,3601.96,33,25,2,1,0,1,-12.71,31,30.2,0
37,Female,Ontario,4,73608.87,669,69910.81,6183.97,2671.39,1,0,0,0,1,0.0,4,8,8,2,1,0,17.06,33,5.4,0
23,Female,Quebec,15,90711.14,547,76517.8,7173.02,2899.78,3,1,0,0,0,1523.49,36,1,7,2,1,1,8.99,17,23.75,0
23,Female,Ontario,13,49730.05,727,50408.48,4926.9,3607.37,2,1,0,0,0,2827.37,11,24,4,2,0,0,-1.17,43,15.55,0
51,Male,Ontario,10,59619.73,722,22584.1,4555.95,4717.49,1,1,0,0,0,1949.58,35,15,7,1,0,0,1.6,7,28.0,0
53,Male,British Columbia,6,126477.55,439,10360.0,11115.98,5681.29,1,1,0,0,0,1134.07,7,32,1,2,1,0,2.18,55,15.75,1
65,Male,Ontario,1,71455.96,657,102111.46,7165.53,2726.97,1,1,1,0,0,1982.03,9,34,2,1,0,1,25.73,23,17.75,0
23,Female,British Columbia,0,73864.18,783,3687.75,5083.05,3315.58,1,1,0,0,1,178.04,44,31,6,0,1,1,1.59,11,39.45,0
45,Female,Ontario,11,71206.32,712,0.0,6244.5,1444.28,2,1,0,0,0,2966.65,41,24,5,0,0,0,14.68,25,35.05,0
27,Male,British Columbia,8,88087.21,600,36125.15,6966.03,3700.69,1,1,0,0,0,3183.56,1,26,7,0,0,0,-5.51,42,9.75,0
69,Male,Alberta,15,98519.25,705,40838.79,8539.35,1783.12,4,1,1,0,0,4978.7,23,17,7,1,0,0,14.72,34,20.9,0
27,Male,Quebec,1,85745.17,523,64747.56,7162.49,3504.33,1,1,0,0,0,0.0,42,0,5,1,0,2,8.49,46,27.3,0
23,Female,Ontario,12,105023.61,808,2164.94,9761.28,2045.66,2,0,0,0,1,0.0,34,30,4,3,0,0,6.34,26,32.6,0
75,Male,Ontario,0,55548.48,522,29802.9,4232.42,3156.61,2,1,0,0,1,2644.61,22,27,6,1,0,0,-3.35,36,23.75,0
71,Female,Ontario,1,78036.13,579,7022.92,6586.33,3934.11,2,1,0,0,1,2876.11,0,10,3,0,1,0,13.98,22,3.5,0
42,Female,Ontario,2,115561.12,616,7030.39,9552.72,771.02,1,0,1,0,1,0.0,42,13,8,4,0,1,-15.97,10,31.85,1
35,Female,Alberta,15,138167.8,556,51375.73,11495.63,3460.67,1,1,0,0,1,1315.85,2,30,2,1,0,0,-7.22,19,11.8,0
65,Male,British Columbia,1,92599.87,729,26741.68,7666.58,1819.26,1,1,0,0,0,3403.72,21,3,3,2,0,0,3.97,48,14.7,0
68,Female,Alberta,0,86705.54,754,94387.36,7395.5,3579.63,4,1,0,0,0,2926.87,16,5,6,0,2,0,4.37,36,12.15,0
59,Female,British Columbia,11,103645.01,631,78926.47,7533.99,3134.64,1,0,0,0,0,0.0,1,0,0,5,0,0,2.67,63,0.65,0
50,Male,Ontario,1,63693.02,617,0.0,6179.26,3491.59,3,1,0,0,0,790.53,5,9,1,1,0,0,7.37,28,6.4,0
67,Male,British Columbia,5,42390.87,635,67139.85,3061.7,1998.34,4,1,0,0,0,1957.41,26,0,2,1,1,0,-0.23,32,16.9,0
57,Male,Quebec,6,141597.04,587,49820.67,12242.11,4019.83,2,1,0,0,1,3198.21,44,9,8,4,0,0,7.85,17,31.75,0
46,Male,Quebec,0,89967.44,564,74280.77,8067.24,4475.11,2,0,0,0,1,0.0,36,31,0,2,1,0,1.16,47,34.25,0
56,Male,Ontario,5,103935.71,607,41352.2,8923.38,6753.03,2,1,0,1,0,2012.13,28,31,0,2,0,1,-2.53,22,29.05,0
23,Female,British Columbia,3,92878.68,623,26846.96,8161.46,4721.46,2,1,0,0,1,3752.19,11,5,3,4,1,1,-12.93,40,8.9,1
45,Female,Quebec,6,100634.51,719,21500.38,8133.25,2584.46,2,1,1,1,1,992.82,21,16,8,1,1,0,0.33,40,19.25,1
21,Male,British Columbia,13,111695.34,605,67064.6,8620.93,1582.24,3,1,0,0,0,4738.38,44,14,3,1,0,0,21.57,14,33.5,0
